rank,school_name,state,school_sector,school_type,icsea,value_score,affordability_percentile,sa2_name
877,"Fairfax Public School",NSW,"Government","Primary",,72.97,94.32,"Narrabri Surrounds"
878,"Richmond West Primary School",VIC,"Government","Primary",1075,72.97,75.31,"Richmond - North"
879,"Aranmore Catholic Primary School",WA,"Catholic","Primary",1084,72.95,89.75,"Mount Hawthorn - Leederville"
880,"Barwon Heads Primary School",VIC,"Government","Primary",1120,72.94,57.55,"Barwon Heads - Armstrong Creek"
881,"Port Melbourne Primary School",VIC,"Government","Primary",1134,72.94,70.84,"Port Melbourne"
882,"Taroona Primary School",TAS,"Government","Primary",1149,72.93,63.52,"Taroona - Bonnet Hill"
883,"Aspect Riverina School",NSW,"Independent","Special",1011,72.91,91.28,"Albury - South"
884,"Oak Park Primary School",VIC,"Government","Primary",1095,72.9,67.13,"Oak Park"
885,"Melbourne Montessori College",VIC,"Independent","Combined",1137,72.89,45.83,"Caulfield - South"
886,"Jerdacuttup Primary School",WA,"Government","Primary",1003,72.89,95.7,"Esperance Surrounds"
887,"Brooklyn Park Primary School",SA,"Government","Primary",1066,72.89,75.36,"Lockleys"
888,"Eltham North Primary School",VIC,"Government","Primary",1127,72.88,67.22,"Eltham"
889,"Islamic School of Canberra",ACT,"Independent","Combined",1073,72.88,86.71,"Weston"
890,"St Pius X School",QLD,"Catholic","Primary",1093,72.87,71.02,"Salisbury - Nathan"
891,"South Melbourne Primary School",VIC,"Government","Primary",1144,72.85,47.27,"Port Melbourne Industrial"
892,"Clare Public School",NSW,"Government","Primary",1009,72.83,94.68,"Wentworth-Balranald Region"
893,"The Armidale Waldorf School",NSW,"Independent","Combined",1057,72.83,70.34,"Armidale"
894,"Virginia State School",QLD,"Government","Primary",1092,72.83,80.58,"Northgate - Virginia"
895,"Canberra High School",ACT,"Government","Secondary",1100,72.83,68.61,"Macquarie"
896,"Maylands Peninsula Primary School",WA,"Government","Primary",1086,72.77,89.02,"Maylands"
897,"Churchlands Senior High School",WA,"Government","Secondary",1115,72.76,73.63,"Wembley Downs - Churchlands - Woodlands"
898,"St Francis de Sales School",VIC,"Catholic","Primary",1085,72.75,67.13,"Oak Park"
899,"Holy Rosary School",WA,"Catholic","Primary",1128,72.75,73.63,"Wembley Downs - Churchlands - Woodlands"
900,"Ambrose Treacy College",QLD,"Catholic","Combined",1139,72.74,53.2,"Indooroopilly"
901,"St Joseph's Primary School",NSW,"Catholic","Primary",1026,72.73,84.22,"Muswellbrook Surrounds"
902,"Wonga Park Primary School",VIC,"Government","Primary",1080,72.73,73.15,"Warrandyte - Wonga Park"
903,"Black Rock Primary School",VIC,"Government","Primary",1143,72.73,68.07,"Sandringham - Black Rock"
904,"Yalata Anangu School",SA,"Government","Combined",,72.73,95.03,"West Coast (SA)"
905,"Holy Cross Catholic Primary School",NSW,"Catholic","Primary",1164,72.72,62.67,"Woollahra"
906,"St Francis Xavier Primary School",VIC,"Catholic","Primary",1122,72.72,57.13,"Montmorency - Briar Hill"
907,"Peninsula Grammar",VIC,"Independent","Combined",1125,72.72,46.44,"Mount Eliza"
908,"Mount Isa School of the Air",QLD,"Government","Combined",1009,72.72,95.46,"Mount Isa"
909,"Crafers Primary School",SA,"Government","Primary",1109,72.72,78.29,"Aldgate - Stirling"
910,"Our Lady of the Rosary School",QLD,"Catholic","Primary",1126,72.71,62.99,"Kenmore"
911,"Victoria Park Primary School",WA,"Government","Primary",1127,72.69,74.03,"Victoria Park - Lathlain - Burswood"
912,"Goldfields Baptist College",WA,"Independent","Combined",1017,72.69,95.59,"Kalgoorlie"
913,"Rosary School",SA,"Catholic","Primary",1101,72.68,78.56,"Prospect"
914,"The Alpine School",NSW,"Independent","Combined",1032,72.68,83.49,"Cooma"
915,"Snowy Mountains Grammar School",NSW,"Independent","Combined",1093,72.67,68.03,"Jindabyne - Berridale"
916,"Nicholson Street Public School",NSW,"Government","Primary",1151,72.65,69.13,"Balmain"
917,"Canobolas Public School",NSW,"Government","Primary",1098,72.65,84.62,"Orange Surrounds"
918,"Central West Leadership Academy",NSW,"Independent","Combined",1072,72.64,74.82,"Dubbo - South"
919,"Hawthorndene Primary School",SA,"Government","Primary",1108,72.63,79.02,"Blackwood"
920,"Victory Christian College",VIC,"Independent","Combined",1077,72.61,76.83,"East Bendigo - Kennington"
921,"Sandgate State School",QLD,"Government","Primary",1057,72.61,91.07,"Sandgate - Shorncliffe"
922,"Nossal High School",VIC,"Government","Secondary",1155,72.6,53.52,"Berwick - North"
923,"Sacred Heart Girls' College",VIC,"Catholic","Secondary",1102,72.6,55.92,"Hughesdale"
924,"Western Australian College Of Agriculture - Morawa",WA,"Government","Secondary",,72.59,97.25,"Morawa"
925,"Kew East Primary School",VIC,"Government","Primary",1183,72.58,52.36,"Kew East"
926,"Wimmera Lutheran College",VIC,"Independent","Combined",1038,72.57,96.98,"Nhill Region"
927,"St Jude's Primary School",ACT,"Catholic","Primary",1131,72.54,73.43,"Holder"
928,"Koonibba Aboriginal School",SA,"Government","Primary",,72.53,95.03,"West Coast (SA)"
929,"Suzanne Cory High School",VIC,"Government","Secondary",1165,72.53,48.4,"Werribee - South"
930,"Blackburn Lake Primary School",VIC,"Government","Primary",1170,72.51,49.31,"Blackburn"
931,"Woodanilling Primary School",WA,"Government","Primary",,72.51,92.99,"Katanning"
932,"Boronia Park Public School",NSW,"Government","Primary",1145,72.5,70.59,"Hunters Hill - Woolwich"
933,"Bredbo Public School",NSW,"Government","Primary",1045,72.5,78.52,"Cooma Surrounds"
934,"St Bernard's School",VIC,"Catholic","Primary",1121,72.5,48.46,"Coburg - East"
935,"Menzies Creek Primary School",VIC,"Government","Primary",1057,72.48,67.41,"Belgrave - Selby"
936,"Strathmore Secondary College",VIC,"Government","Secondary",1086,72.47,64.27,"Strathmore"
937,"Orange Grove Public School",NSW,"Government","Primary",1132,72.45,71.38,"Lilyfield - Rozelle"
938,"Selby Primary School",VIC,"Government","Primary",1109,72.45,67.41,"Belgrave - Selby"
939,"Marnoo Primary School",VIC,"Government","Primary",,72.44,92.77,"St Arnaud"
940,"St Benedict's Primary School",ACT,"Catholic","Primary",1061,72.44,84.16,"Narrabundah"
941,"Montpellier Primary School",VIC,"Government","Primary",1101,72.43,78.95,"Highton"
942,"St Joseph's Primary School",NSW,"Catholic","Primary",1016,72.4,92.06,"Albury Surrounds"
943,"Dunkeld State School",QLD,"Government","Primary",1006,72.4,96.36,"Roma Surrounds"
944,"Abbotsleigh",NSW,"Independent","Combined",1217,72.39,31.47,"Wahroonga (East) - Warrawee"
945,"The King's School",NSW,"Independent","Combined",1163,72.39,36.97,"North Parramatta"
946,"Beulah Primary School",VIC,"Government","Primary",1005,72.39,96.79,"Yarriambiack"
947,"Gold Creek School",ACT,"Government","Combined",1052,72.39,86.55,"Nicholls"
948,"Trinity Anglican College - Albury",NSW,"Independent","Combined",1102,72.38,79.36,"Albury - East"
949,"Morningside State School",QLD,"Government","Primary",1075,72.38,80.08,"Morningside - Seven Hills"
950,"Mistake Creek State School",QLD,"Government","Primary",,72.38,95.94,"Clermont"
951,"Kallista Primary School",VIC,"Government","Primary",1118,72.37,58.36,"Mount Dandenong - Olinda"
952,"Merewether Heights Public School",NSW,"Government","Primary",1129,72.36,73.09,"Merewether - The Junction"
953,"Kew Primary School",VIC,"Government","Primary",1151,72.36,61.17,"Kew - West"
954,"Aunty Agnes Shea High School",ACT,"Government","Secondary",1051,72.36,68.86,"Taylor"
955,"Ursula Frayne Catholic College",WA,"Catholic","Combined",1108,72.35,74.03,"Victoria Park - Lathlain - Burswood"
956,"Thornbury Primary School",VIC,"Government","Primary",1093,72.32,71.98,"Thornbury"
957,"Mordialloc Beach Primary School",VIC,"Government","Primary",1095,72.31,75.17,"Mordialloc - Parkdale"
958,"Scarborough Primary School",WA,"Government","Primary",1101,72.31,77.45,"Scarborough"
959,"Koolunga Primary School",SA,"Government","Primary",1013,72.31,91.48,"Port Pirie Surrounds"
960,"Cammeray Public School",NSW,"Government","Primary",1168,72.29,65.56,"Cremorne - Cammeray"
961,"Melville Primary School",WA,"Government","Primary",1119,72.29,77.49,"Melville"
962,"Glenaeon Rudolf Steiner School",NSW,"Independent","Combined",1148,72.28,34.07,"Castle Cove - Northbridge"
963,"Bell Primary School",VIC,"Government","Primary",1165,72.28,53.26,"Preston - West"
964,"Halls Gap Primary School",VIC,"Government","Primary",1017,72.25,90.09,"Stawell"
965,"Talbingo Public School",NSW,"Government","Primary",,72.24,92.63,"Tumut Surrounds"
966,"Bungaree Primary School",VIC,"Government","Primary",1030,72.24,82.15,"Gordon (Vic.)"
967,"Vale Park Primary School",SA,"Government","Primary",1097,72.22,80.03,"Walkerville"
968,"Japanese School of Melbourne",VIC,"Independent","Secondary",1091,72.2,45.83,"Caulfield - South"
969,"Double Bay Public School",NSW,"Government","Primary",1135,72.19,69.33,"Double Bay - Darling Point"
970,"St Joseph's School",SA,"Catholic","Combined",1074,72.19,81.03,"Clare"
971,"Bayswater Primary School",WA,"Government","Primary",1102,72.17,81.66,"Bayswater - Embleton - Bedford"
972,"St Malachy's School",VIC,"Catholic","Primary",1027,72.16,98.03,"West Wimmera"
973,"St Joseph's School",VIC,"Catholic","Primary",1009,72.14,96.11,"Buloke"
974,"Eromanga State School",QLD,"Government","Primary",,72.14,97.49,"Far South West"
975,"Mother Teresa School",ACT,"Catholic","Primary",1102,72.13,80.81,"Harrison"
976,"Northgate State School",QLD,"Government","Primary",1078,72.13,80.58,"Northgate - Virginia"
977,"West End State School",QLD,"Government","Primary",1143,72.12,65.76,"West End"
978,"Ngaanyatjarra Lands School",WA,"Government","Combined",,72.11,98.64,"Leinster - Leonora"
979,"Kenmore State High School",QLD,"Government","Secondary",1110,72.11,62.99,"Kenmore"
980,"Penleigh & Essendon Grammar School",VIC,"Independent","Combined",1173,72.1,32.57,"Keilor East"
981,"Taroona High School",TAS,"Government","Secondary",1119,72.07,63.52,"Taroona - Bonnet Hill"
982,"Brighton Primary School",VIC,"Government","Primary",1153,72.07,51.32,"Brighton (Vic.)"
983,"Merewether High School",NSW,"Government","Secondary",1206,72.06,52.68,"Hamilton - Broadmeadow"
984,"Cabra Dominican College",SA,"Catholic","Combined",1065,72.06,88.19,"Colonel Light Gardens"
985,"St Mary's Memorial School",SA,"Catholic","Primary",1113,72.05,73.98,"Glenelg (SA)"
986,"Woollahra Public School",NSW,"Government","Primary",1193,72.03,62.67,"Woollahra"
987,"Hyden Primary School",WA,"Government","Primary",1012,72.02,98.95,"Kulin"
988,"Bethanga Primary School",VIC,"Government","Primary",1022,72.01,88.78,"Towong"
989,"Catholic College Wodonga",VIC,"Catholic","Secondary",1054,72,79.32,"West Wodonga"
990,"Indooroopilly State High School",QLD,"Government","Secondary",1138,71.99,53.2,"Indooroopilly"
991,"Westminster School",SA,"Independent","Combined",1139,71.99,40.29,"Mitchell Park"
992,"Palmerston District Primary School",ACT,"Government","Primary",1077,71.98,71.72,"Palmerston"
993,"Warrandyte Primary School",VIC,"Government","Primary",1112,71.96,73.15,"Warrandyte - Wonga Park"
994,"Ascot Vale Heights School",VIC,"Government","Special",1021,71.96,82.96,"Ascot Vale"
995,"Yarrowitch Public School",NSW,"Government","Primary",,71.95,91.43,"Walcha"
996,"Parktone Primary School",VIC,"Government","Primary",1101,71.91,75.17,"Mordialloc - Parkdale"
997,"Lower Plenty Primary School",VIC,"Government","Primary",1093,71.9,57.13,"Montmorency - Briar Hill"
998,"Beacon Primary School",WA,"Government","Primary",1000,71.9,98.71,"Mukinbudin"
999,"Paracombe Primary and Preschool",SA,"Government","Primary",1088,71.9,76.94,"Adelaide Hills"
1000,"Kilparrin Teaching and Assessment School and Services",SA,"Government","Special",1035,71.88,73.27,"Morphettville"
